Link,Name,Brand,DiscountedPrice,DiscountPercentage,SoldQuantity,BatteryCapacity,FrontCamera,BackCamera,GPU,ChargingPort,RAM,Resolution,ROM,ScreenSize,WarrantyDuration,Rating,NumberOfReview,Description,Platform
https://cellphones.com.vn/motorola-razr-40-ultra.html,Motorola Razr 40 Ultra,Tin đồn - Mới ra,Giá Liên Hệ,NaN,NaN,3800 mAh,"Camera góc rộng: 32 MP, f/2.4, 0.7µm","Camera góc rộng: 12 MP, f/1.5, 1/2.55"", 1.4µm, PDAF, OIS
Camera góc siêu rộng: 13 MP, f/2.2, 108˚, 1/3"", 1.12µm, AF",1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510,NaN,8 GB,NaN,256 GB,6.9 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/dien-thoai-realme-c75x.html,realme C75X 8GB-128GB,Tin đồn - Mới ra,Giá Liên Hệ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/vivo-iqoo-12.html,Vivo iQOO 12,Tin đồn - Mới ra,Giá Liên Hệ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/samsung-galaxy-a74.html,Samsung Galaxy A74,Tin đồn - Mới ra,Giá Liên Hệ,NaN,NaN,5.000 mAh,44 MP + 8 MP,108 MP + 24 MP + 8 MP + 8 MP,NaN,NaN,12 GB,NaN,256 GB,6.7 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/dien-thoai-realme-14.html,realme 14 5G,Tin đồn - Mới ra,Giá Liên Hệ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/xiaomi-poco-c65.html,Xiaomi POCO C65,Tin đồn - Mới ra,Giá Liên Hệ,NaN,NaN,5000 mAh,"8MP, f/2.0","Camera chính: 50MP, f/1.8
Camera macro: 2MP, f/2.4","Arm Cortex-A75 @ 2.0GHz
Arm Cortex-A55 @ 1.8GHz",NaN,6 GB,1600 x 720 pixels (HD+),128 GB,6.74 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/honor-90-lite.html,Honor 90 Lite,Honor,Giá Liên Hệ,NaN,NaN,4500mAh,"16 MP, f/2.45","Camera chính: 100MP, f/1.9
Camera macro: 2 MP, f/2.4
Camera góc rộng: 5MP, f/2.2
Camera đo độ sâu: 5MP, f/2.2",2xA76 2.2GHz + 6xA55 2.0Ghz,NaN,8 GB,1080 x 2388 pixels,256 GB,6.7 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/realme-gt-neo.html,Realme GT Neo,Tin đồn - Mới ra,Giá Liên Hệ,NaN,NaN,Li-Po 4500 mAh,"16 MP, f/2.5","Camera góc rộng: 64 MP, f/1.8, PDAF
Camera góc siêu rộng: 8 MP, f/2.3
Camear cận cảnh: 2 MP, f/2.4",8 nhân,NaN,8 GB,1440 x 3200 pixels (QHD+),128 GB,6.43 inches,"Thân máy, cáp sạc, sách HDSH",5.0/5,1 đánh giá,NaN,CellphoneS
https://cellphones.com.vn/oppo-reno-9-pro.html,OPPO Reno9 Pro,Tin đồn - Mới ra,Giá Liên Hệ,NaN,NaN,4.600 mAh,13 MP,"Camera góc rộng: 50MP, f/1.9, PDAF, OIS
Camera góc siêu rộng: 64 MP, f/2.4
Camera tele: 64 MP, f/3.5, PDAF, OIS
Camera đơn săc: 64 MP, f/1.8.",NaN,NaN,12 GB,1080 x 2408 pixels,128 GB,6.75 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/realme-gt-neo-5-se.html,Realme GT Neo 5 SE,Tin đồn - Mới ra,Giá Liên Hệ,NaN,NaN,5500 mAh,"Camera góc rộng: 16MP, f/2.5, 25mm, 1/3.09"", 1.0µm","Camera góc rộng: 64 MP, f/1.8, 25mm, 1/2"", PDAF
Camera góc siêu rộng: 8MP, f/2.2, 16mm, 112˚, 1/4.0"", 1.12µm
Kính hiển vi: 2MP, f/3.3",1x2.91 GHz Cortex-A710 & 3x2.49 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510,NaN,8 GB,1240 x 2772 pixels,256 GB,6.74 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/samsung-galaxy-z-flip-7.html,Samsung Galaxy Z Flip7,Samsung,Giá Liên Hệ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/xiaomi-redmi-a2.html,Redmi A2 2GB 32GB,Xiaomi,1.590.000đ,Giảm 27%,NaN,"5,000mAh",5MP - f/2.2,"2 Camera chính: 8MP - f/2.0,","Octa-core processor, up to 2.2GHz",NaN,2 GB,1600 x 720 pixels (HD+),"32 GB",6.52 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,5 đánh giá,"Màu sắc trendy, tự tin chất riêng - Sở hữu màu sắc 3 màu sắc tinh tế và độc đáo phù hợp mọi phong cách thời trang
Cấu hình ổn định, cân tác vụ chuẩn - Chip xử lí MediaTek Helio G36 8 nhân cùng RAM mở rộng
Chụp ảnh và quay phim chưa bao giờ dễ đến thế - Camera 8MP cùng hàng loạt chế độ chụp thông minh
Pin lâu cho cả ngày dài năng động - Dung lượng pin lớn 5000mAh, sạc tối đa 10W",CellphoneS
https://cellphones.com.vn/meizu-20-pro.html,Meizu 20 Pro,Hãng khác,Giá Liên Hệ,NaN,NaN,5000 mAh,"Camera góc rộng: 32 MP, f/2.5","Camera góc rộng: 50 MP, f/1.9, PDAF, OIS
Camera góc siêu rộng: 50 MP, f/2.2, 129˚
Camera Tele: 50 MP f/1.9, PDAF, optical zoom",1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510,NaN,12 GB,1440 x 3200 pixels (QHD+),128 GB,6.81 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/google-pixel-5.html,Google Pixel 5,Tin đồn - Mới ra,Giá Liên Hệ,NaN,NaN,4080 mAh,"Camera góc rộng: 8 MP, f/2.0, 24mm, 1 / 4.0 "", 1.12µm","Camera góc rộng: 12,2MP, f/1.7, 27mm, 1 / 2.55 "", 1.4µm, PDAF pixel kép, OIS
Camera góc siêu rộng: 16 MP, f/2.2, 117˚, 1.0µm","1x2,4 GHz Kryo 475 Prime & 1x2,2 GHz Kryo 475 Gold & 6x1,8 GHz Kryo 475 Silver",NaN,8 GB,1080 x 2340 pixels (FullHD+),128 GB,6.0 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/google-pixel-6.html,Google Pixel 6,Tin đồn - Mới ra,Giá Liên Hệ,NaN,NaN,4614 mAh,"Camera rộng: 8 MP, f/2.0, 24mm, 1.12µm","Camera góc rộng: 50 MP, f/1.9, 25mm, 1 / 1.31 "", 1.2µm, Dual Pixel PDAF, Laser AF, OIS
Camera siêu rộng: 12 MP, f/2.2, 17mm, 114˚, 1.25µm","2x2,80 GHz Cortex-X1 & 2x2,25 GHz Cortex-A76 & 4x1.80 GHz Cortex-A55",NaN,8 GB,1080 x 2400 pixels (FullHD+),128 GB,6.4 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/dien-thoai-realme-c63.html,realme C63 8GB 128GB,Tin đồn - Mới ra,Giá Liên Hệ,NaN,NaN,5300 mAh,16 MP,"Camera góc rộng: 64 MP, f/1.9
Camera góc siêu rộng: 8 MP",2 x 2.05 GHz Cortex-A76 & 6 x 2.0 GHz Cortex-A55,NaN,8 GB,1080x2460 pixels,128 GB,6.76 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/dien-thoai-realme-note-50.html,realme Note 50,Tin đồn - Mới ra,2.790.000đ,NaN,NaN,5000 mAh,5 MP,Chính 13 MP & Phụ 0.08 MP,NaN,NaN,4 GB,720 x 1600 pixel,128 GB,6.74 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,"Thiết kế với hình dáng vuông vức, mang lại cảm giác sang trọng và lịch lãm.
Đạt chuẩn IP54- Khả năng kháng nước và bụi tốt, an tâm cho người dùng khi sử dụng điện thoại trong nhiều điều kiện thời tiết.
Màn hình lớn 6.74 inch cùng tấm nền IPS LCD cho trải nghiệm sống động.
Trang bị camera sau 13 MP và hỗ trợ thêm cảm biến xóa phông - Đảm bảo chất lượng hình ảnh sắc nét, chi tiết và màu sắc sống động.",CellphoneS
https://cellphones.com.vn/oppo-find-x7-pro.html,OPPO Find X7 Pro,Tin đồn - Mới ra,Giá Liên Hệ,NaN,NaN,5.200 mAh,32 MP,50 MP + 50 MP + 13 MP,NaN,NaN,12 GB,1440 x 3216 pixels (QHD+),256 GB,6.7 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/dien-thoai-huawei-pura-70-pro.html,Huawei Pura 70 Pro,Tin đồn - Mới ra,Giá Liên Hệ,NaN,NaN,"5,050 mAh",8MP,"Camera chính: 50MP
Ống kính khẩu độ thay đổi f/1.4 - 4.0
Camera góc siêu rộng: 12.5MP
Camera tele: 48MP",NaN,NaN,NaN,NaN,"NaN",6.6 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/samsung-galaxy-buddy2.html,Samsung Galaxy Buddy2,NaN,Giá Liên Hệ,NaN,NaN,5.000 mAh,8MP,50MP,NaN,NaN,4 GB,NaN,128 GB,6.6 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/vivo-iqoo-10-pro.html,ViVo iQOO 10 Pro,Tin đồn - Mới ra,Giá Liên Hệ,NaN,NaN,Li-Po 4700 mAh,"Camera góc rộng: 16 MP, f/2.5","Camera góc rộng: 50 MP, f/1.9, PDAF
Camera tele: 14.6 MP, f/2.2, zoom quang 3x
Camera góc siêu rộng: 50 MP, f / 2.3, 150˚","1x3,19 GHz Cortex-X2 & 3x2,75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510",NaN,8 GB,1440 x 3200 pixels (QHD+),256 GB,6.78 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/huawei-mate-60-pro.html,Huawei Mate 60 Pro,Tin đồn - Mới ra,Giá Liên Hệ,NaN,NaN,5000 mAh,"Camera góc rộng: 13 MP, f/2.4, 18mm","Camera góc rộng: 50 MP, f/1.4-f/4.0, 24mm, PDAF, Laser AF, OIS
Camera Tele kính tiềm vọng: 48 MP, f/3.5, 90mm, PDAF, OIS, zoom quang 3,5x
Camera góc siêu rộng: 12 MP, f/2.2, 13mm, 120˚, PDAF",1x2.62 GHz Cortex-A720 & 3x2.15 GHz Cortex-A720 & 4x1.53GHz Cortex-A510,NaN,12 GB,NaN,256 GB,6.82 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/asus-rog-phone-6-mediatek.html,ASUS ROG Phone 6 Mediatek,Chuẩn NFC,Giá Liên Hệ,NaN,NaN,6000 mAh,12 MP,"Camera chính: 50 MP, f/1.9
Camera góc siêu rộng: 13 MP
Camera macro: 5 MP",NaN,NaN,12 GB,1080 x 2448 pixels (FullHD+),256 GB,6.78 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,"Hiệu năng dẫn đầu mọi trận đấu - Chip MediaTek Dimensity 7000 mạnh mẽ cùng RAM 12GB
Chất lượng hiển thị đúng chuẩn gaming - Màn hình 6.78 inches, FullHD+, HDR10+ cùng tần số quét 165Hz
Thiết kế thân thiện cho chơi game, mặt lưng ánh sáng Aura RGB độc đáo
Bùng nổ năng lượng cho ngày dài ấn tượng - Viên pin 6000 mAh, sạc nhanh siêu tốc 65W",CellphoneS
https://cellphones.com.vn/vivo-y56.html,Vivo Y56,Y Series,Giá Liên Hệ,NaN,NaN,5000 mAh,"Camera góc rộng: 16MP, f/2.0","Camera góc rộng: 50MP, f/1.8, 1/2.76"", 0.64µm, PDAF
Camera đo dộ sâu: 2MP, f/2.4",2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55,NaN,8 GB,1080 x 2408 pixels,128 GB,6.58 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/oppo-find-x7.html,OPPO Find X7 5G 12GB 256GB,Tin đồn - Mới ra,Giá Liên Hệ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/xiaomi-mi-10t.html,Xiaomi Mi 10T,NaN,Giá Liên Hệ,NaN,NaN,"Li-Po 5000 mAh, sạc nhanh 33W, Power Delivery 3.0, sạc nhanh không dây 30W, sạc ngược 5W","20 MP, f/2.2, 27mm (wide), 1/3.4"", 0.8µm","64 MP, f/1.9, 26mm (wide), 1/1.73"", 0.8µm, PDAF
13 MP, f/2.4, 123˚ (ultrawide), 1.12µm
5 MP, f/2.4, (macro), AF",Octa-core (1x2.84 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585),NaN,6 GB,1080 x 2400 pixels (FullHD+),"128 GB",6.66 inches,"Máy, Cáp, Củ sạc 33W, Cáp chuyển đổi tai nghe, Ốp lưng silicon, Cây lấy SIM",4.0/5,1 đánh giá,"Màn hình siêu mượt, chi tiết và rõ ràng - Màn hình DotDisplay FullHD+ 6.67 inch, tần số quét 144Hz, gam màu rộng DCI- P3, TrueColor
Vận hành trơn tru, kết nối nhanh chóng - Snapdragon 865 5G hàng đầu, RAM 8GB, bộ nhớ UFS 3.1 tốc độ cao
Camera sáng tạo vô hạn - Bộ ba camera 108MP tích hợp AI thông minh, quay phim 8K, chụp ảnh độ phân giải 33MP
Sạc đầy 100% chỉ trong 59 phút - Dung lượng pin cao 5000mAh, công nghệ sạc nhanh Mi Fast Charge 33W",CellphoneS
https://cellphones.com.vn/dien-thoai-nothing-cmf-phone-1.html,Nothing Phone CMF 1 8GB 128GB,Nothing Phone,6.490.000đ,Giảm 7%,NaN,5000 mAh,16 MP,"50 MP, f/1.8 + cảm biến chân dung",8-core up to 2.5 GHz,NaN,8 GB,1080 x 2400 pixels (FullHD+),128 GB,6.67 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,"Màn hình Super AMOLED 6.67 inch, cho chất lượng hình ảnh sắc nét, màu sắc sống động và độ tương phản cao.
Chip MediaTek Dimensity 7300 5G đáp ứng tốt các nhu cầu sử dụng hàng ngày như lướt web, xem video và chơi game nhẹ.
Camera chính 50MP kết hợp với camera phụ, hỗ trợ chụp ảnh chi tiết và rõ ràng trong nhiều điều kiện ánh sáng.
Pin dung lượng lớn 5000mAh giúp điện thoại hoạt động cả ngày, không lo hết pin giữa chừng.",CellphoneS
https://cellphones.com.vn/itel-a70.html,Itel A70,NaN,Giá Liên Hệ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/asus-rog-phone-4.html,ASUS ROG Phone 4,Tin đồn - Mới ra,Giá Liên Hệ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/dien-thoai-samsung-galaxy-s25-edge.html,Samsung Galaxy S25 Edge,Tin đồn - Mới ra,Giá Liên Hệ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/xiaomi-mix-fold-3.html,Xiaomi Mix Fold 3,Tin đồn - Mới ra,Giá Liên Hệ,NaN,NaN,4.600 mAh,32 MP,"Camera chính: 200 MP
Camera tele: 32 MP
Camera góc siêu rộng: 12 MP",NaN,NaN,12 GB,NaN,256 GB,6.4 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/dien-thoai-samsung-galaxy-s24-fe-256gb.html,Samsung Galaxy S24FE 5G 8GB 256GB,Samsung,Giá Liên Hệ,NaN,NaN,4700 mAh,"10.0 MP, f/2.4","50.0 MP, f/1.8 + 12.0 MP, f/2.2 + 8.0 MP, f/2.4
Zoom quang học 3x, chất lượng Zoom quang học 2x","10 nhân 3.1GHz, 2.9GHz, 2.6GHz, 1.95GHz",NaN,8 GB,1080 x 2340 pixels (FullHD+),256 GB,6.7 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,"Màn hình Dynamic AMOLED 2X, 120Hz - Mang lại trải nghiệm hình ảnh siêu mượt mà, màu sắc sống động.
Chip Exynos 2400e (4nm) cung cấp hiệu năng vượt trội, xử lý mượt mà mọi tác vụ từ chơi game đồ họa cao cho đến đa nhiệm ứng dụng.
Camera 50MP chuyên nghiệp với tính năng AI vượt trội giúp bạn chụp ảnh chất lượng cao trong mọi điều kiện ánh sáng.
Với viên pin dung lượng 4700mAh và công nghệ sạc nhanh 25W - Galaxy S24 FE đảm bảo sử dụng bền bỉ suốt ngày dài.",CellphoneS
https://cellphones.com.vn/dien-thoai-samsung-galaxy-a16-256gb.html,Samsung Galaxy A16 5G 8GB 256GB,Samsung,Giá Liên Hệ,NaN,NaN,"5,000mAh","13MP, f/2.0","50MP, f/1.8 AF
5MP, f/2.2",NaN,NaN,8 GB,1080 x 2340 pixels (FullHD+),"256 GB",6.7 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,1 đánh giá,"Màn hình Super AMOLED 6.7 inch, tần số quét 90Hz, giúp hiển thị màu sắc rực rỡ và hình ảnh mượt mà.
Camera chính 50 MP, camera góc siêu rộng 5 MP và camera macro 2 MP, cho phép bạn chụp ảnh đa dạng.
Chip MediaTek Dimensity 6300(6nm) đảm bảo xử lý tác vụ mượt mà và mang lại khả năng chơi game ổn định.
Pin dung lượng 5000 mAh hỗ trợ sạc nhanh 25W, cung cấp thời gian sử dụng lâu dài và sạc nhanh chóng.",CellphoneS
https://cellphones.com.vn/oppo-a97.html,OPPO A97,Tin đồn - Mới ra,Giá Liên Hệ,NaN,NaN,"Li-Po 5000 mAh, không thể tháo rời","Camera góc rộng: 8 MP, f/2.0","Camera góc rộng: 50 MP, f/1.8, PDAF
Camera góc sâu: 2 MP, f/2.4",NaN,NaN,8 GB,1080 x 2412 pixels,"256 GB",6.56 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/dien-thoai-xiaomi-redmi-turbo-4.html,Xiaomi Redmi Turbo 4,Tin đồn - Mới ra,Giá Liên Hệ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/xiaomi-poco-f5-pro.html,Xiaomi POCO F5 Pro,POCO,Giá Liên Hệ,NaN,NaN,4.520 mAh,20 MP,"Camera góc rộng: 48 MP, f/1.8
Camera góc siêu rộng: 8 MP, f/2.2
Camera macro: 5 MP.",NaN,NaN,6 GB,1080 x 2400 pixels (FullHD+),64 GB,6.66 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/google-pixel-fold.html,Google Pixel Fold,Tin đồn - Mới ra,Giá Liên Hệ,NaN,NaN,4821 mAh,"8 MP, f/2.0, 24mm (wide), 1/4"", 1.12µm
Camera góc rộng: 9.5 MP, f/2.2, 24mm, 1.22µm, Dual Pixel PDAF","Camera góc rộng: 48 MP, f/1.7, 25mm, Dual Pixel PDAF, Laser AF, OIS
Camera Tele: 10.8 MP, f/3.1, 1.22µm, OIS, 5x optical zoom
Camera góc siêu rộng: 10.8 MP, f/2.2, 121˚, 1/3"", 1.25µm",2x2.85 GHz Cortex-X1 & 2x2.35 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55,NaN,12 GB,NaN,256 GB,7.6 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/xiaomi-redmi-10-64gb.html,Xiaomi Redmi 10 (4GB - 64GB),Xiaomi,3.190.000đ,Giảm 20%,NaN,5000 mAh,"8 MP, f/2.0","Camera chính: 50 MP, f/1.8
Camera góc siêu rộng: 8MP, f/2.2
Camera cận cảnh: 2MP, f/2.4
Camera cảm biến độ sâu: 2MP, f/2,4",2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55,NaN,4 GB,1080 x 2400 pixels (FullHD+),64 GB,6.5 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.8/5,23 đánh giá,"Trải nghiệm chất lượng hiển thị sắc nét, mượt mà - Màn hình 6.5"" FullHD+, tần số quét 90 Hz
Cấu hình ổn định, sử dụng mượt mà - Chip Helio G88 mới, RAM 4 GB
Camera cải tiến tối đa - Cụm 4 camera lên đến 50MP, chụp ảnh sắc nét
Pin trâu, sử dụng cực lâu - Viên pin 5000 mAh, hỗ trợ sạc nhanh 18W, sạc ngược 9W",CellphoneS
https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-13-8gb-256.html,Xiaomi Redmi Note 13 8GB 256GB,Xiaomi,Giá Liên Hệ,NaN,NaN,5000 mAh,16MP,Chính 108MP & Phụ 8+2MP,NaN,NaN,8 GB,1080 x 2388 pixels,256 GB,6.67 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/dien-thoai-samsung-galaxy-a26-8gb-256gb.html,Samsung A26 5G 8GB - 256GB,Tin đồn - Mới ra,Giá Liên Hệ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8 GB,NaN,256 GB,NaN,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/oppo-a56.html,OPPO A56,Tin đồn - Mới ra,Giá Liên Hệ,NaN,NaN,5000 mAh,"Camera góc rộng: 8MP, f/2.0","Camera góc rộng: 13MP, f/2.2, 25mm, 1/3.06"", 1.12µm, PDAF
Camera đo độ sâu: 2MP, f/2.4",2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55,NaN,4 GB,720 x 1600 pixel,128 GB,6.5 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/nubia-red-magic-7s-pro.html,Red Magic 7S Pro,Chuẩn NFC,Giá Liên Hệ,NaN,NaN,5000 mAh,Camera góc rộng: 16 MP,"Camera góc rộng: 64 MP, f/1.8, PDAF
Camera góc siêu rộng: 8 MP, f / 2.2, 120˚
Camera Macro: 2 MP, f / 2.4","1x3,19 GHz Cortex-X2 & 3x2,75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510",NaN,12 GB,1080 x 2400 pixels (FullHD+),256 GB,6.8 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,1 đánh giá,NaN,CellphoneS
https://cellphones.com.vn/vivo-x90-pro.html,vivo X90 Pro,Chuẩn NFC,Giá Liên Hệ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,1 đánh giá,NaN,CellphoneS
https://cellphones.com.vn/dien-thoai-vivo-y18.html,vivo Y18,Tin đồn - Mới ra,2.890.000đ,NaN,NaN,5000 mAh,8 MP,"50 MP
0.08 MP",2 nhân 2.0 GHz & 6 nhân 1.8 GHz,NaN,8 GB,720 x 1612 (HD+),128 GB,6.56 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,"Màn hình IPS LCD, đem đến khả năng tái tạo màu sắc chính xác, mang đến những hình ảnh rõ ràng và sắc nét.
Nâng tầm chất lượng hình ảnh lên một đẳng cấp mới với camera chính 50 MP.
Hiệu năng mạnh mẽ đủ để xử lý mượt mà các tác vụ thông thường như duyệt web, xem phim và chơi game ở mức cài đặt trung bình.
Thiết kế cao cấp, hiện đại với thiết kế khung viền vuông vức, được bo tròn tinh tế ở các góc.",CellphoneS
https://cellphones.com.vn/xiaomi-mix-fold-4.html,Xiaomi Mix Fold 4,Tin đồn - Mới ra,Giá Liên Hệ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/dien-thoai-realme-12.html,realme 12 4G 8GB 256GB,Tin đồn - Mới ra,7.990.000đ,NaN,NaN,5000 mAh,16 MP,Chính 50 MP & Phụ 2 MP,2.8 GHz,NaN,8 GB,1080 x 2400 pixels (FullHD+),256 GB,6.67 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-13r-pro.html,Xiaomi Redmi Note 13R Pro,Tin đồn - Mới ra,Giá Liên Hệ,NaN,NaN,5000 mAh,Camera góc rộng: 16 MP,"Camera góc rộng: 108 MP, f/1.7, 0.64µm, PDAF
Camera đo độ sâu: 2 MP, f/2.4",2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),NaN,12 GB,1080 x 2400 pixels (FullHD+),256 GB,6.67 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
https://cellphones.com.vn/honor-x40.html,Honor X40 5G,Honor,Giá Liên Hệ,NaN,NaN,5100 mAh,"Camera góc rộng: 8 MP, f/2.0","Camera góc rộng: 50 MP, f/1.8, PDAF
Camera Macro: 2 MP, f/2.4","2x2,2 GHz Kryo 660 Gold & 6x1,7 GHz Kryo 660 Silver",NaN,6 GB,1080 x 2400 pixels (FullHD+),128 GB,6.66 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,NaN,CellphoneS
