Link,Name,Brand,DiscountedPrice,DiscountPercentage,SoldQuantity,BatteryCapacity,FrontCamera,BackCamera,GPU,ChargingPort,RAM,Resolution,ROM,ScreenSize,WarrantyDuration,Rating,NumberOfReview,Description
https://cellphones.com.vn/oppo-find-n.html,OPPO Find N,Tin đồn - Mới ra,Giá Liên Hệ,,,4500,"Camera góc rộng: 32 MP, f/2.4
Camera phụ: 32 MP, f/2.4","Camera góc rộng: 50 MP, f/1.8, OIS
Camera Tele: 13 MP, f/2.4, 2x optical zoom, PDAF
Camera góc siêu rộng:16 MP, f/2.2","1x2,84 GHz Cortex-X1 & 3x2,42 GHz Cortex-A78 & 4x1,80 GHz Cortex-A55",,8,,256,7.1,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,2,
https://cellphones.com.vn/samsung-galaxy-z-flip-4-256gb.html,Samsung Galaxy Z Flip4 256GB,Samsung,11490000,56,,3700,"10 MP, f/2.4","Camera góc rộng: 12 MP, f/1.8, PDAF, OIS
Camera góc siêu rộng: 12 MP, f/1.12, 123˚","1 nhân 3.18 GHz, 3 nhân 2.7 GHz & 4 nhân 2 GHz",,8,1080x2640,256,6.7,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.8/5,6,"Ngoại hình thời trang - cầm nắm cực sang với thiết kế gập vỏ sò độc đáo
Công nghệ màn hình hàng đầu đến từ Samsung - 6.7 inch, tấm nền Dynamic AMOLED 2X
Trang bị camera chất lượng - Bộ đôi camera có cùng độ phân giải 12 MP, chống rung, chụp đêm
Hiệu năng mạnh mẽ đến từ dòng chip cao cấp của Qualcomm - Snapdragon 8+ Gen 1"
https://cellphones.com.vn/oppo-a77s.html,OPPO A77s 8GB 128GB,OPPO,5190000,17,,,"8 MP, f/2.0","Camera góc rộng: 50 MP, f/1.8, PDAF
Camera chân dung: 2 MP, f/2.4",4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver,,8,720x1612,128,6.56,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,2,"Nâng tầm trải nghiệm thị giác - Tấm nền IPS LCD với kích thước 6.56 inch, tần số quét 90Hz
Năng lượng tiếp sức cho cả ngày dài - 5000 mAh, sạc siêu nhanh SuperVOOC 33 W
Long lanh từ trong ra ngoài với thiết kế OPPO Glow, mặt lưng hoàn thiện từ thủy tinh hữu cơ
Trải nghiệm ổn định mọi tác vụ - Chip Snapdragon 680 8, RAM 8 GB và khả năng mở rộng RAM"
https://cellphones.com.vn/samsung-galaxy-z-flip-5.html,Samsung Galaxy Z Flip5 512GB,Samsung,Giá Liên Hệ,,,3700,"10MP, F2.4, 1.22μm","Camera siêu rộng: 12MP, F2.2, 123°, 1.12 μm, FF
Camera chính: 12MP, F1.8, Dual Pixel, 1.8μm, OIS","1 nhân 3.36 GHz, 4 nhân 2.8 GHz & 3 nhân 2 GHz",,8,1080x2640,512,6.7,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,9,"Galaxy AI tiện ích - Khoanh vùng search đa năng, là trợ lý chỉnh ảnh, trợ lý chat thông minh, phiên dịch trực tiếp
Thần thái nổi bật, cân mọi phong cách- Lấy cảm hứng từ thiên nhiên với màu sắc thời thượng, xu hướng
Thiết kế thu hút ánh nhìn - Gập không kẽ hỡ, dẫn đầu công nghệ bản lề Flex
Tuyệt tác selfie thoả sức sáng tạo - Camera sau hỗ trợ AI xử lí cực sắc nét ngay cả trên màn hình ngoài
Bền bỉ bất chấp mọi tình huống - Đạt chuẩn kháng bụi và nước IPX8 cùng chất liệu nhôm Armor Aluminum giúp hạn chế cong và xước"
https://cellphones.com.vn/xiaomi-redmi-note-11-pro.html,Xiaomi Redmi Note 11 Pro,Xiaomi,5790000,23,,,16MP f/2.4,"Camera góc rộng: 108 MP, f/1.9, PDAF
Camera góc siêu rộng: 8 MP
Camera Tele: 2 MP, f/2.4
Camera chân dung: 2MP f/2.4","Octa-core CPU, up to 2.05GHz",,8,1080x2400,128,6.67,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất",4.8/5,32,"Hiệu năng ấn tượng trong tầm giá - Chip MediaTek Helio G96 mạnh mẽ cùng 8GB RAM
Tận hưởng không gian giải trí sống động - Màn hình AMOLED 6.67"", FHD+ sắc nét, chân thực
Ghi lại trọn vẹn mọi khoảng khắc - Cụm 4 camera sau lên đến 108MP, đa dạng chế độ chụp
Năng lượng tràn đầy cho cả ngày dài - Viên pin khủng 5000mAh, sạc nhanh 67W"
https://cellphones.com.vn/samsung-galaxy-s24.html,Samsung Galaxy S24 8GB 256GB,Samsung,16790000,27,,4000,"12 MP, f/2.2","Camera chính 50 MP, f/1.8
Camera tele: 10 MP, f/2.4, PDAF, OIS, zoom quang học 3x
Camera góc siêu rộng: 12 MP, f/2.2, 120˚","1 nhân 3.3 GHz, 5 nhân 3.2 GHz & 2 nhân 2.3 GHz",,8,1080x2340,256,6.2,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,6,"Khai phá tiềm năng sáng tạo không giới hạn với tính năng AI - Phiên dịch cuộc gọi, trợ lí chỉnh ảnh
Sắc nét từng chi tiết - Camera 50MP với với công nghệ ProVisual, chụp đêm và siêu thu phóng
Pin tối ưu thông minh cho cả ngày tràn đầy năng lượng - Viên pin 4000mAh cho phép bạn xem video liên tục đến 29 giờ
Nâng cấp màn hình trải nghiệm tuyệt đỉnh - Màn hình 6.2"" inch Dynamic AMOLED 2X cùng tần số quét 120Hz"
https://cellphones.com.vn/iphone-12-pro.html,iPhone 12 Pro 128GB I Chính hãng VN/A,Apple,24990000,7,,,"12 MP, f/2.2, 23mm (wide), 1/3.6""
SL 3D, (depth/biometrics sensor)","12 MP, f/1.6, 26mm (wide), 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.0, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom
12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6""
TOF 3D LiDAR scanner (depth)",Hexa-core,,6,1170x2532,128,6.1,"Máy mới 100% , chính hãng Apple Việt Nam.
CellphoneS hiện là đại lý bán lẻ uỷ quyền iPhone chính hãng VN/A của Apple Việt Nam",5.0/5,54,"Mạnh mẽ, siêu nhanh với chip A14, RAM 6GB, mạng 5G tốc độ cao
Rực rỡ, sắc nét, độ sáng cao - Màn hình OLED cao cấp, Super Retina XDR hỗ trợ HDR10, Dolby Vision
Chụp ảnh siêu đỉnh - Night Mode , thuật toán Deep Fusion, Smart HDR 3, camera LiDar
Bền bỉ vượt trội - Kháng nước, kháng bụi IP68, mặt lưng Ceramic Shield"
https://cellphones.com.vn/samsung-galaxy-a34.html,Samsung Galaxy A34 5G 8GB 128GB,Samsung,7090000,16,,,"Camera góc rộng: 13MP, f/2.2, 1/3.1"", 1.12µm","Camera góc rộng: 48MP, f/1.8, 26mm , 1/2.0"", 0.8µm, PDAF, OIS
Camera góc siêu rộng: 8MP, f/2.2, 123, 1/4.0"", 1.12µm
Camera macro: 5MP, f/2.4",2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55,,8,1080x2340,128,6.6,"Mới, đầy đủ phụ kiện từ nhà sản xuất",0/5,0,"Thiết kế thu hút mọi góc nhìn với mặt lưng tráng gương cùng 3 gam màu hiện đại
Thoả sức chụp ảnh cùng cụm 3 camera chất lượng có độ phân giải lên đến 48 MP
Màn hình Super AMOLED tràn viền vô cực mang đến không gian hiển thị tuyệt vời
Cân mọi tác vụ với chip Dimensity 1080 kết hợp cùng RAM 8 GB và ROM 128 GB"
https://cellphones.com.vn/redmi-k50-gaming-edition.html,Redmi K50 Gaming Edition,Tin đồn - Mới ra,Giá Liên Hệ,,,,,,,,,,,,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,1,
https://cellphones.com.vn/apple-iphone-xr-64-gb-chinh-hang-vn.html,iPhone XR 64GB I Chính hãng VN/A,Apple,11990000,,,,7MP,12MP,Hexa-core,,3,1792x828,64,6.1,"Máy mới 100% , chính hãng Apple Việt Nam.
CellphoneS hiện là đại lý bán lẻ uỷ quyền iPhone chính hãng VN/A của Apple Việt Nam",5.0/5,23,"Thiết kế cao cấp tinh tế - 2 mặt kính, khung viền kim loại
Hình ảnh sắc nét, màu sắc chân thực với màn hình Retina, công nghệ True Tone.
Chơi game thả ga với chip A12 Bionic 6 nhân, RAM 3GB
Âm thanh lớn, sống động với 2 loa kép
Chụp ảnh xóa phông chuyên nghiệp chỉ với 1 camera đơn 12MP"
https://cellphones.com.vn/meizu-20.html,Meizu 20,Hãng khác,Giá Liên Hệ,,,4700,"Camera góc rộng: 32 MP, f/2.5","Camera góc rộng: 50 MP, f/1.9, 24mm, 1/1.56"", PDAF, OIS
Camera góc siêu rộng: 16 MP, f/2.4, 16mm, 122˚
5 MP, f/2.4",1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510,,12,1080x2408,128,6.55,"Mới, đầy đủ phụ kiện từ nhà sản xuất",,,
https://cellphones.com.vn/vivo-y36.html,vivo Y36 8GB 128GB,vivo,4990000,4,,,"16 MP, f/2.45","Camera chính: 50 MP, f/1.8
Camera phụ: 2 MP, f/2.4",4 nhân 2.4 GHz & 4 nhân 1.9 GHz,,8,1080x2388,128,6.64,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.7/5,6,"Vẻ ngoài đơn giản tạo nên sức hút - Thiết kế thời thượng so với màn hình giọt nước trước đó.
Màn hình Full HD+ - Hình ảnh hiển thị sắc nét, giúp bạn chiêm ngưỡng những bộ phim, chơi game tốt hơn.
Snapdragon 680 cùng pin 5000 mAh - Đủ sức sử dụng các tác vụ như lướt web, xem phim hay chơi game cấu hình tầm trung.
Pin trâu cho thời gian dùng lâu - dung lười dùng sử dụng thoải mái cả một ngày dài."
https://cellphones.com.vn/samsung-galaxy-s20-fe.html,Samsung Galaxy S20 FE 256GB,Samsung,7200000,42,,,"32 MP, f/2.0, AF","Camera chính: 12 MP, f/1.8
Camera tele: 8 MP, f/2.0, zoom quang 3x
Camera góc siêu rộng: 12 MP, f/2.2",8 nhân (1x2.84 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585),,8,1080x2400,256,6.5,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.8/5,63,"Không gian giải trí bất tận - Màn hình Super Amoled 6.5"", FullHD, HDR10+, 120Hz
Hiệu năng mạnh mẽ - Chip Snapdragon 865, chuẩn bộ nhớ UFS 3.1
Bừng sáng mọi khung hình - Camera 12MP hỗ trợ quay phim 8K, zoom quang 3X
Năng lượng cho cả ngày dài - Viên pin lớn 4500mAh, sạc nhanh 25W"
https://cellphones.com.vn/tecno-spark-20.html,TECNO SPARK 20 8GB 128GB,Tecno,3050000,13,,,32 MP,"50MP, f/1.6 | PDAF | 6P",Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),,,720x1612,128,6.56,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.8/5,10,"Vi xử lý MediaTek Helio G85 thoải mái trải nghiệm.
Nâng tầm trải nghiệm nhiếp ảnh với cụm camera 50MP.
Kích thước lên tới 6.56 inch cùng tấm nền LCD hiện đại cho chất lượng hiển thị rõ ràng, chân thực trong từng khung hình.
Viên pin 5000 mAh, cung cấp trải nghiệm sử dụng suốt ngày dài."
https://cellphones.com.vn/samsung-galaxy-m34-5g.html,Samsung Galaxy M34 5G 8GB 128GB,Samsung,5890000,26,,6000,"Camera góc rộng: 13 MP, f/2.2","Camera góc rộng: 50 MP, f/1.8, PDAF, OIS
Camera góc siêu rộng:8 MP, f/2.2, 120˚
2 MP, f/2.4",2x2.4 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55,,8,1080x2340,128,6.5,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.8/5,15,"Nâng cao hiệu suất của bạn với bộ xử lý cực nhanh Exynos 1280 - 5nm.
Công nghệ Voice Focus - Cuộc gọi video và âm thanh của bạn luôn được rõ ràng hơn.
Pin cực khỏe 6000mAh cho bạn thoải mái sử dụng cả ngày dài.
Thiết kế sang trọng, sở hữu những gam màu thời thượng khơi dậy những ngày mới của bạn."
https://cellphones.com.vn/samsung-galaxy-z-flip-4.html,Samsung Galaxy Z Flip4 128GB,Samsung,11190000,53,,3700,"10 MP, f/2.4","Camera góc rộng: 12 MP, f/1.8, PDAF, OIS
Camera góc siêu rộng: 12 MP, f/2.2, 123˚","1 nhân 3.18 GHz, 3 nhân 2.7 GHz & 4 nhân 2 GHz",,8,1080x2640,128,6.7,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,3,"Ngoại hình thời trang - cầm nắm cực sang với thiết kế gập vỏ sò độc đáo
Công nghệ màn hình hàng đầu đến từ Samsung - 6.7 inch, tấm nền Dynamic AMOLED 2X
Trang bị camera chất lượng - Bộ đôi camera có cùng độ phân giải 12 MP, chống rung, chụp đêm
Hiệu năng mạnh mẽ đến từ dòng chip cao cấp của Qualcomm - Snapdragon 8+ Gen 1"
https://cellphones.com.vn/realme-gt-2-pro.html,Realme GT2 Pro,Tin đồn - Mới ra,Giá Liên Hệ,,,,,,,,,,,6.43,"Mới, đầy đủ phụ kiện từ nhà sản xuất",,,
https://cellphones.com.vn/xiaomi-redmi-k50.html,Xiaomi Redmi K50,Tin đồn - Mới ra,Giá Liên Hệ,,,5500,Camera gốc rộng: 20 MP,"Camera gốc rộng: 48 MP, PDAF, OIS
Camera cực rộng: 8 MP, 119˚
Camera Macro: 2 MP, f/2.4","4x2,85 GHz Cortex-A78 & 4x2,0 GHz Cortex-A55",,8,3200x1440,256,6.66,"Mới, đầy đủ phụ kiện từ nhà sản xuất",,,
https://cellphones.com.vn/dien-thoai-infinix-gt-20-pro.html,Infinix GT 20 Pro 12GB 256GB,Tin đồn - Mới ra,Giá Liên Hệ,,,,32 MP,108MP+2MP+2MP,,,12,,256,6.78,"Mới, đầy đủ phụ kiện từ nhà sản xuất",,,
https://cellphones.com.vn/iphone-13-pro-256gb.html,iPhone 13 Pro 256GB | Chính hãng VN/A,Apple,24490000,9,,3095,"12MP, ƒ/2.2","Camera góc rộng: 12MP, ƒ/1.5
Camera góc siêu rộng: 12MP, ƒ/1.8
Camera tele : 12MP, /2.8",3.22 GHz,,6,1170x2532,256,6.1,"Máy mới 100% , chính hãng Apple Việt Nam.
CellphoneS hiện là đại lý bán lẻ uỷ quyền iPhone chính hãng VN/A của Apple Việt Nam",5.0/5,2,"Hiệu năng vượt trội - Chip Apple A15 Bionic mạnh mẽ, hỗ trợ mạng 5G tốc độ cao
Không gian hiển thị sống động - Màn hình 6.1"" Super Retina XDR độ sáng cao, sắc nét
Trải nghiệm điện ảnh đỉnh cao - Cụm 3 camera 12MP, hỗ trợ ổn định hình ảnh quang học
Tối ưu điện năng - Sạc nhanh 20 W, đầy 50% pin trong khoảng 30 phút"
https://cellphones.com.vn/xiaomi-14t-xanh-duong.html,Xiaomi 14T - Xanh dương,,14990000,,,,,,,,,,,,,,,
https://cellphones.com.vn/samsung-galaxy-z-fold-6-1tb.html,Samsung Galaxy Z Fold6 12GB 1TB,Samsung,45990000,16,,4400,"Camera bên ngoài:10 MP, f/2.2
Camera bên trong: 4 MP, F1.8","Camera góc rộng: 50.0 MP, f/1.8, Thu phóng quang học 2x
Camera chụp góc siêu rộng: 12.0 MP, f/2.2
Camera ống kính tele: 10.0 MP, f/2.4, Thu phóng Quang học 3x","8 nhân 3.39 GHz, 3.1GHz, 2.9GHz, 2.2GHz",,12,2160x1856,1024,7.6,"Mới, đầy đủ phụ kiện từ nhà sản xuất",,,"Màn hình chính Dynamic AMOLED 2X 7.6 inch cho trải nghiệm giải trí, làm việc đỉnh cao.
Chip Snapdragon 8 Gen 3 cho tốc độ xử lý siêu nhanh, đáp ứng tốt mọi nhu cầu sử dụng.
Camera chính 50.0 MP ghi lại những khoảnh khắc đẹp với độ chi tiết, màu sắc ấn tượng.
Pin 4400mAh cho phép bạn sử dụng điện thoại cả ngày dài mà không cần lo lắng về việc hết pin."
https://cellphones.com.vn/dien-thoai-huawei-pura-70-ultra.html,Huawei Pura 70 Ultra,Tin đồn - Mới ra,Giá Liên Hệ,,,,8MP,"Camera chính: 50MP
Ống kính khẩu độ thay đổi f/1.4 - 4.0
Camera góc siêu rộng: 12.5MP
Camera tele: 48MP",,,,,,6.6,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.0/5,1,
https://cellphones.com.vn/redmi-note-12-turbo.html,Xiaomi Redmi Note 12 Turbo,Tin đồn - Mới ra,Giá Liên Hệ,,,5000,Camera góc rộng: 16 MP,"Camera góc rộng: 64 MP, 1/2"", 0.7µm, PDAF, OIS
Camera góc siêu rộng: 8MP, f/2.2, 120˚, 1/4"", 1.12µm
Camera Macro: 2 MP, f/2.4",1x2.91 GHz Cortex-A710 & 3x2.49 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510,,8,1080x2400,256,6.67,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,20,
https://cellphones.com.vn/google-pixel-7.html,Google Pixel 7,Tin đồn - Mới ra,Giá Liên Hệ,,,4355,"Camera siêu rộng; 10,8 MP, f/2.2, 21mm , 1 / 3,1 "", 1,22µm","Camera rộng:50MP, f/1.9, 25mm, 1.2µm, PDAF đa hướng, Laser AF, OIS
Camera siêu rộng; 12MP, f/2.2, 114˚, 1.25µm","2x2,85 GHz Cortex-X1 & 2x2,35 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55",,8,1080x2400,128,6.3,"Mới, đầy đủ phụ kiện từ nhà sản xuất",,,
https://cellphones.com.vn/google-pixel-7-pro.html,Google Pixel 7 Pro,Tin đồn - Mới ra,Giá Liên Hệ,,,5000,"Camera siêu rộng: 10,8MP, f/2.2, 21mm, 1,22µm","Camera rộng: 50MP, f/1.9, 25mm, 1.2µm, PDAF đa hướng, Laser AF, OIS
Camera siêu rộng; 12MP, f/2.2, 1.25µm, AF
Camera tele: 48MP, f/3.5, 0,7µm, đa -directional PDAF, OIS, zoom quang 5x","(2x2,85 GHz Cortex-X1 & 2x2,35 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55",,8,1440x3120,128,6.7,"Mới, đầy đủ phụ kiện từ nhà sản xuất",,,
https://cellphones.com.vn/samsung-galaxy-s24-ultra-1tb.html,Samsung Galaxy S24 Ultra 12GB 1TB,Samsung,44490000,,,,"12 MP, f/2.2","Camera chính: 200MP, Laser AF, OIS
Camera: 50MP, PDAF, OIS, zoom quang học 5x
Camera tele: 10MP
Camera góc siêu rộng: 12 MP, f/2.2, 13mm, 120˚","3.39GHz,3.1GHz,2.9GHz,2.2GHz",,12,1440x3120,1024,6.8,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.7/5,3,"Mở khoá giới hạn tiềm năng với AI - Hỗ trợ phiên dịch cuộc gọi, khoanh vùng tìm kiếm, Trợ lí Note và chình sửa anh
Tuyệt tác thiết kế bền bỉ và hoàn hảo - Vỏ ngoài bằng titan mới cùng màu sắc lấy cảm hứng từ chất liệu đá tự nhiên
Tích hợp S-Pen cực nhạy - Thoải mát viết, chạm thật chính xác trên màn hình cùng nhiều tính năng tiện ích
Nắm trong tay trọn bộ chi tiết chân thực nhất - Camera 200MP hỗ trợ khả năng xử lý AI cải thiện độ nét và tông màu"
https://cellphones.com.vn/tecno-pova-5.html,TECNO POVA 5 8GB 128GB,Tecno,3690000,18,,,"8 MP, f/2.0","Camera góc rộng: 50 MP, f/1.66, PDAF
Camera chiều sâu: f/2.0",2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55,,8,1080x2460,128,6.78,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.8/5,33,"Thiết kế mạnh mẽ, lạ mắt với mặt lưng phẳng đi kèm các họa tiết độc đáo.
Dung lượng pin cao 6000mAh - Sẵn sàng cho bạn chiến các tựa game mà không bị gián đoạn.
Màn hình 6.78 inches, hỗ trợ độ phân giải 1080 x 2460 pixel - Chất lượng hình ảnh mượt mà, sắc nét.
Chip xử lý Helio G99 (6nm) - Cung cấp sức mạnh giúp bạn đáp ứng tốt mọi tác vụ."
https://cellphones.com.vn/samsung-galaxy-a23.html,Samsung Galaxy A23 4G,Samsung,3600000,37,,,"8MP, f/2.2",50MP + 5MP + 2MP + 2MP,4 nhân 2.4 GHz & 4 nhân 1.9 GHz,,4,1080x2408,128,6.6,"Hàng mới, nguyên seal, đã kích hoạt vào 15/7/2023",4.8/5,8,"Nâng cao trải nghiệm với màn hình chất lượng - Màn hình LCD 6.6 inch Full HD+
Hiệu năng ấn tượng mạnh mẽ - Snapdragon 680 (SM6225), RAM dung lượng 4GB
Cụm 4 camera siêu chất cho hình ảnh chất lượng - Cảm biến chính lên đến 50MP, đa dạng chế độ chụp
Pin dung lượng 5000mAh, sạc nhanh ấn tượng - 5.000 mAh, sạc nhanh 25W"
https://cellphones.com.vn/infinix-note-30.html,Infinix Note 30 4G 8GB 256GB,Điện thoại Infinix,3590000,23,,,"16MP, F2.0","Camera chính: 64MP, F/1.69
Camera AI: F/2.0
Camera phụ: 2MP, F/2.4",Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),,,1080x2460,256,6.78,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,28,"Tha hồ trải nghiệm cả ngày dài nhờ vào viên pin dung lượng lớn lên đến 5.000 mAh
Trải nghiệm mượt mà không bao giờ ngừng với tốc độ làm mới 120Hz.
Camera chính 64MP giúp bạn ghi lại những khoảnh khắc đẹp trong cuộc sống.
Thiết kế mỏng, nhẹ, trải nghiệm cầm nắm chân thật."
https://cellphones.com.vn/xiaomi-redmi-note-12-8gb-128gb.html,Xiaomi Redmi Note 12 8GB 128GB,Xiaomi,4290000,26,,,"13MP, f/2.45","Camera chính: 50MP, f/1.8
Camera góc rộng: 8MP, f/2.2, 120°
Camera Macro: 2MP, f/2.4",2X Cortex-A78 @ 2.0GHz ; 6X Cortex-A55 @ 1.8GHz,,8,1080x2400,128,6.67,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,57,"Trải nghiệm hình ảnh mượt mà và liền mạch nhờ tốc độ làm mới cao 120Hz.
Hiệu năng vượt trội và được tăng cường với chip xử lý Snapdragon® 685 6nm mạnh mẽ.
Năng lượng cho cả ngày dài nhờ vào viên pin lên đến 5000mAh đi kèm sạc nhanh 33W
Bắt trọn mọi khoảnh khắc của bạn với bộ 3 camera 50MP."
https://cellphones.com.vn/dien-thoai-infinix-note-40-pro.html,Infinix Note 40 Pro 8GB 256GB,Chuẩn NFC,5790000,3,,5000,"32MP, f/2.2, FF","108MP, f/1.75, 1/1.67""OIS
2MP, f/2.4
2MP, f/2.4",2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55,,8,1080x2436,256,6.78,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.8/5,17,"Màn hình AMOLED 6.78 inch cho trải nghiệm hình ảnh sống động, rực rỡ và mượt mà.
CPU MediaTek Helio G99 8 nhân, 8GB RAM LPDDR4X và 256GB ROM cho khả năng xử lý đa nhiệm mượt mà, chơi game cấu hình cao và làm việc đồ họa chuyên nghiệp.
Camera sau 108MP AI - Chụp ảnh chuyên nghiệp, sắc nét và ấn tượng.
Sử dụng thoải mái cả ngày dài với pin dung lượng lớn 5000mAh cho bạn sạc đầy pin nhanh chóng để tiếp tục sử dụng."
https://cellphones.com.vn/xiaomi-redmi-note-12-pro-4g.html,Xiaomi Redmi Note 12 Pro 4G 8GB 256GB,Xiaomi,5690000,29,,,"16MP, f/2.45","Camera chính: 108MP, f/1.9, 1/1.52""
Camera góc siêu rộng: 8MP, f/2.2, FOV 120°
Camera cận cảnh: 2MP, f/2.4
Camera chiều sâu: 2MP, f/2.4",2 nhân 2.2 GHz & 6 nhân 1.8 GHz,,8,1080x2400,256,6.67,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.5/5,17,"Màn hình 6.67 inch và tấm nền AMOLED mang đến không gian hiển thị hình ảnh đẹp mắt
Vi xử lý  Snapdragon® 732G kết hợp chip đồ hoạ Adreno 618 giúp chiến game mượt mà
Thoả niềm đam mê nhiếp ảnh cùng hệ thống 3 camera với ống kính chính lên đến 108MP
Viên pin dung lượng 5000 mAh cho khả năng hoạt động cả ngày dài ở các tác vụ cơ bản"
https://cellphones.com.vn/xiaomi-redmi-note-11-128gb.html,Xiaomi Redmi Note 11 128GB,Xiaomi,4090000,18,,,"13 MP, f/2.5","Camera góc rộng: 50 MP, f/1.8, PDAF
Camera góc siêu rộng: 8 MP, f/2, 2FOV 118°
Camera macro: 2MP, f/2.4
Camera chân dung: 2MP, f/2.4",2.4 GHz,,4,1080x2400,128,6.43,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.6/5,44,"Nâng cao trải nghiệm thị giác - Màn hình AMOLED 6.43"" Full HD+, công nghệ DotDisplay
Hiệu năng ấn tượng - Snapdragon 680 8 nhân cùng RAM 4GB, bộ nhớ 128GB
Chinh phục mọi khoảnh khắc - Cụm 4 camera 50MP, nhiều chế độ chụp tiện ích
Thoải mái sử dụng không lắng lo - Viên pin 5000 mAh, sạc nhanh 33 W"
https://cellphones.com.vn/samsung-galaxy-s21-ultra.html,Samsung Galaxy S21 Ultra 5G,Samsung,30990000,,,5000,"40 MP, f/2.2","Ống kính chính góc rộng: 108MP, f/1.8
Ống kính zoom tiềm vọng: 10MP, zoom quang 10x
Cảm biến tele: 10MP, zoom quang 3x
Cảm biến siêu rộng: 12MP, f/2.2
Cảm biến Laser AF","1 nhân 2.9 GHz, 3 nhân 2.8 GHz & 4 nhân 2.2 GHz",,12,1440x3200,128,6.8,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.8/5,13,"Giải trí đỉnh cao - Màn hình AMOLED 6.8 inch, độ phân giải 2K, tần số quét cao 120Hz
Chụp ảnh, quay video siêu nét - 4 camera mạnh mẽ, quay phim 8K, quay phim siêu chống rung.
Tốc độ vượt trội, chơi game đỉnh cao - Exynos 2100 8 nhân 5nm, RAM 8GB, bộ nhớ tốc độ cao UFS 3.1
Trải nghiệm thả ga - Pin 5000mAh, hỗ trợ sạc nhanh lên đến 25W, công nghệ pin thông minh"
https://cellphones.com.vn/samsung-galaxy-m14.html,Samsung Galaxy M14 5G 4GB 128GB,Samsung,4490000,15,,,"13 MP, f/2.0","Camera góc rộng: 50MP, f/1.8, PDAF
Camera macro: 2 MP, f/2.4
Camera đo độ sâu: 2 MP, f/2.4",2x2.4 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55,,4,1080x2408,128,6.6,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.8/5,26,"Kiểu dáng hiện đại cùng nhiều lựa chọn về màu sắc giúp phù hợp với nhiều người
Không gian hiển thị rộng lớn với màn hình 6.6 inch cùng tấm nền LCD thế hệ mới
Chip Exynos 1330 độc quyền cùng RAM 4 GB và kết nối 5G giúp xử lý nhanh và ổn định các tác vụ thông dụng
Vô tư trải nghiệm cả ngày dài với viên pin dung lượng siêu khủng đến 6000 mAh"
