Link,Name,DiscountedPrice,DiscountPercent,Brand,Rating,NumberOfReview,Description,WarrantyDuration,Card,CPU,RAM,Storage,Battery,Screen_size,Operating_System,Resolution,Ports
https://cellphones.com.vn/macbook-air-m2-2022-16gb-512gb.html,Apple MacBook Air M2 2024 8CPU 10GPU 16GB 512GB I Chính hãng Apple Việt Nam,27.490.000đ,Giảm 8%,Mac,5.0/5,1 đánh giá,"Thiết kế sang trọng, lịch lãm - siêu mỏng 11.3mm, chỉ 1.24kg
Hiệu năng hàng đầu - Chip Apple m2, hỗ trợ tốt các phần mềm như Word, Axel, Adoble Premier
Đa nhiệm mượt mà - Ram 16GB, SSD 512GB cho phép vừa làm việc, vừa nghe nhạc
Màn hình sắc nét - Độ phân giải 2560 x 1664 cùng độ sáng 500 nits
Âm thanh sống động - 4 loa tramg bị công nghệ dolby atmos và âm thanh đa chiều","Máy mới 100%, đầy đủ phụ kiện từ nhà sản xuất. Sản phẩm có mã SA/A (được Apple Việt Nam phân phối chính thức).","10 nhân GPU, 16 nhân Neural Engine",Apple M2 8 lõi,16GB,512GB,"52,6 Wh",13.6 inches,MacOS,2560 x 1664 pixels,"2 x Thunderbolt 3
Jack tai nghe 3.5 mm
MagSafe 3"
https://cellphones.com.vn/laptop-lenovo-loq-15iax9-83gs001rvn.html,Laptop Lenovo LOQ 15IAX9 83GS001RVN,20.490.000đ,Giảm 15%,Lenovo,4.9/5,33 đánh giá,"Trang bị bộ vi xử lý Intel Core i5-12450HX giúp xử lý tác vụ nhanh chóng và mượt mà
Card đồ họa NVIDIA GeForce RTX 3050 cho trải nghiệm gaming mượt mà với mức đồ họa cao
Bộ nhớ RAM 12GB DDR5 đảm bảo hiệu suất ổn định và đáp ứng nhu cầu đa nhiệm
Ổ cứng SSD 512GB, cho dung lượng lớn và tốc độ truy xuất dữ liệu nhanh chóng
Màn hình 15.6 inch FHD cùng tần sốt quét 144Hz hỗ trợ G-SYNC, cho bạn trải nghiệm giây phút chơi game tuyệt vời","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng","NVIDIA GeForce RTX 3050 6GB GDDR6, Boost Clock 1732MHz, TGP 95W","Intel Core i5-12450HX (8 lõi (4P + 4E) / 12 luồng, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB)",12GB,512 GB SSD M.2 2242 PCIe 4.0x4 NVMe (1 khe SSD M.2 trống nâng cấp tối đa đến 1TB),60Wh,15.6 inches,Windows 11 Home Single Language,1920 x 1080 pixels (FullHD),"3x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1x USB-C (USB 10Gbps / USB 3.2 Gen 2), với PD 140W và DisplayPort 1.4
1x HDMI 2.1, up to 8K/60Hz
1x Headphone / microphone combo jack (3.5mm)
1x Ethernet (RJ-45)
1x Đầu nối nguồn"
https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g14-ga403uu-qs135w.html,Laptop ASUS Gaming ROG Zephyrus G14 GA403UU-QS135W,41.490.000đ,Giảm 10%,ASUS,NaN,NaN,"Trang bị bộ vi xử lý AMD Ryzen 9 8945HS mạnh mẽ, cho phép xử lý mượt mà các tác vụ đa nhiệm và chơi game hiệu suất cao.
Card đồ họa NVIDIA GeForce RTX 4050 6GB, G14 mang đến trải nghiệm chơi game sống động và đồ họa sắc nét, hoàn hảo cho các game AAA và ứng dụng đồ họa nặng.
Màn hình 14.0 inch 3K OLED với tần số quét 120Hz cung cấp hình ảnh cực kỳ sắc nét và màu sắc rực rỡ, giúp nâng cao trải nghiệm chơi game và xem phim.
16GB RAM và 1TB PCIe SSD, đảm bảo không gian lưu trữ lớn và khả năng truy xuất dữ liệu nhanh chóng, đáp ứng nhu cầu lưu trữ và xử lý dữ liệu cao.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng","NVIDIA GeForce RTX 4050 6GB GDDR6 (194 AI TOPs)
AMD Radeon Graphics","AMD Ryzen 9 8945HS 4GHz (24MB Cache, up to 5.2 GHz, 8 lõi, 16 luồng)",16GB,1TB PCIe 4.0 NVMe M.2 SSD,"73WHrs, 4S1P, 4-cell Li-ion (Sạc lại từ 0-50% trong 30 phút)",14 inches,Windows 11 Home,2880 x 1800 pixels,"1x Type-C USB 4 hỗ trợ DisplayPort / cấp nguồn (40Gbps)
1x USB 3.2 Gen 2 Type-C hỗ trợ DisplayPort (10Gbps)
2x USB 3.2 Gen 2 Type-A (10Gbps)
1x đầu đọc thẻ (microSD) (UHS-II)
1x HDMI 2.1 FRL
1x Giắc cắm âm thanh kết hợp 3.5mm"
https://cellphones.com.vn/laptop-msi-modern-14-c7m-221vn.html,Laptop MSI Modern 14 C7M-221VN,9.490.000đ,Giảm 20%,MSI,NaN,NaN,"Trang bị bộ vi xử lý AMD Ryzen 7 7730U mạnh mẽ cân mọi tác vụ học tập, văn phòng.
Có RAM 8GB và ổ cứng SSD 512GB PCIe tốc độ cao, màn hình 14 inch Full HD cho hình ảnh sắc nét.
Chạy hệ điều hành Windows 11 mới nhất, sẵn sàng cho mọi tác vụ.
Thiết kế màu đen sang trọng và hiện đại, kiểu dang mỏng nhẹ phù hợp di chuyển.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",AMD Radeon Graphics,"AMD Ryzen R7-7730U (Tốc độ tối đa: 4.5GHz, 8 lõi / 16 luồng, 16MB Cache)",8GB,SSD 512GB M.2 PCIe Gen3,"3 Cell, 39.3 WHrs",14 inches,Windows 11 Home SEA,1920 x 1080 pixels (FullHD),"1 x HDMI
1 x USB Type-C (Hỗ trợ sạc)
3 x USB 3.2 & USB 2.0
1 x DC-in
1x Jack Audio 3.5mm
Đầu đọc MicroSD"
https://cellphones.com.vn/laptop-dell-inspiron-15-3520-5124blk-gj8w7-16gb.html,Laptop Dell Inspiron 15 3520-5124BLK GJ8W7 V2 - Nhập khẩu chính hãng,14.290.000đ,Giảm 8%,Dell,NaN,NaN,"Máy tính được trang bị bộ xử lý Intel Core i5-1235U hiệu năng cao.
Với 16GB RAM và ổ cứng 512GB, máy mang lại khả năng xử lý nhanh chóng và lưu trữ dữ liệu rộng rãi.
Màn hình 15.6 inch Full HD cảm ứng mang lại trải nghiệm hiển thị sống động và khả năng sáng tạo thoải mái.
Thiết kế vỏ máy màu đen lịch lãm, mang đến vẻ ngoài sang trọng và bền bỉ.
Laptop được nhập khẩu chính hãng, đảm bảo chất lượng và đầy đủ bảo hành của Dell.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",Intel UHD Graphics,"Intel Core i5-1235U (10 lõi / 12 luồng, 1.30 GHz to 4.40 GHz, 12 MB)",16GB,512GB PCIE (1 Slot HDD Tối đa 1TB),"3-cell, 41 Wh lithium-polymer",15.6 inches,Windows 11 Home,1920 x 1080 pixels (FullHD),"1x Đầu nối nguồn
1x HDMI 1.4
2x USB 3.2 Gen 1
1x Khe cắm thẻ SD
1x USB 2.0
1x Cổng tai nghe"
https://cellphones.com.vn/macbook-pro-16-inch-m3-pro-2023-36gb-512gb.html,MacBook Pro 16 M3 Pro 36GB - 512GB | Chính hãng Apple Việt Nam,57.990.000đ,Giảm 23%,Mac,NaN,NaN,"Thiết kế sang trọng, thời thượng với mặt lưng nhôm cùng trọng lượng chỉ 1.55kg
Xử lý moi tác vụ với con chip M3 Pro cùng 18 nhân GPU
Chất lượng hiển thị hàng đầu - màn hình 16.2 inch tấm nền retina
Bàn phím trang bị Touch ID cho phép mở khoá chỉ với 1 chạm
Tận hưởng chất lượng âm thanh chân thật với hệ thống 6 loa cùng công nghệ Dolby Atmos","Máy mới 100%, đầy đủ phụ kiện từ nhà sản xuất. Sản phẩm có mã SA/A (được Apple Việt Nam phân phối chính thức).","18 nhân
Neural Engine 16 nhân",Apple M3 Pro 12 nhân,36GB,512GB,72.4Wh,16.2 inches,NaN,3024 x 1964 pixels,"Hai cổng Thunderbolt / USB 4 (USB-C)
Ba cổng Thunderbolt 4 (USB-C)
Cổng HDMI Cổng HDMI
Khe thẻ nhớ SDXC
Jack 3.5mm"
https://cellphones.com.vn/macbook-air-m3-13-inch-2024-16gb-256gb-10gpu.html,MacBook Air M3 13 inch 2024 8CPU 10GPU 16GB - 256GB sạc 30W | Chính hãng Apple Việt Nam,25.690.000đ,Giảm 16%,Mac,5.0/5,2 đánh giá,"Sức mạnh xử lý hàng đầu trên chip Apple M3 - Cân tốt mọi tác vụ từ đồ hoạ đến lập trình
Màn hình Liquid Retina 13,6 inch - Màu sắc hiển thị rực rỡ, sắc nét
Camera FaceTime HD 1080p - Đàm thoại, hội họp mọi lúc mọi nơi
Hỗ trợ sạc 30W - Nhanh chóng nạp đầy pin khi bạn cần","Máy mới 100%, đầy đủ phụ kiện từ nhà sản xuất. Sản phẩm có mã SA/A (được Apple Việt Nam phân phối chính thức).",GPU 10 Lõi,"CPU Apple M3 8 Lõi
Neural Engine 16 lõi",16GB,256GB SSD,NaN,13.6 inches,MacOS,NaN,"Cổng sạc MagSafe 3
Hai cổng Thunderbolt / USB 4"
https://cellphones.com.vn/laptop-lenovo-thinkpad-e14-gen-5-21jk00h5vn.html,Laptop Lenovo ThinkPad E14 GEN 5 21JK00H5VN,19.990.000đ,Giảm 13%,Lenovo,5.0/5,3 đánh giá,"Trang bị chip Intel Core i5-13420H, RAM 16GB và ổ cứng SSD 512GB PCIe, E14 Gen 5 xử lý mượt mà các tác vụ văn phòng, học tập và giải trí cơ bản.
Vỏ máy chắc chắn, đạt tiêu chuẩn quân đội Mỹ MIL-STD 810H, trang bị cảm biến vân tay, đảm bảo an toàn dữ liệu.
Màn hình 14 inch cho chất lượng hiển thị tốt, góc nhìn rộng, thoải mái làm việc và giải trí.
Trang bị đầy đủ các cổng kết nối cần thiết như USB-C, HDMI, USB 3.2, dễ dàng kết nối với các thiết bị ngoại vi.
Pin dung lượng lớn , giúp bạn làm việc cả ngày dài mà không lo gián đoạn.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",Intel UHD Graphics,"Intel Core i5-13420H, 8C (4P + 4E) / 12T, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB",16GB,512GB SSD M.2 2242 PCIe 4.0x4 NVMe Opal 2.0 ( nâng cấp tối đa 1TB),47Wh,14 inches,Windows 11 Home,1920 x 1200 pixels (WUXGA),"1x USB 2.0
1x USB 3.2 Gen 1(luôn bật)
1x Thunderbolt 4 / USB4 40Gbps, 1x USB-C 3.2 Gen 2 (truyền dữ liệu, Power Delivery 3.0, DisplayPort 1.4)
1x HDMI 2.1, up to 4K/60Hz
1x Headphone / microphone combo jack (3.5mm)
1x Ethernet (RJ-45)"
https://cellphones.com.vn/imac-m4-2024-24-inch-10cpu-10gpu-16gb-512gb.html,iMac M4 2024 24 inch 10CPU 10GPU 16GB 512GB | Chính hãng Apple Việt Nam,44.990.000đ,NaN,Mac,NaN,NaN,"Màn hình Retina 24 inch sống động, sắc nét, mang đến trải nghiệm hình ảnh tuyệt vời.
Chip Apple M4 đột phá với 10 nhân CPU và 10 nhân GPU hiệu năng mạnh mẽ, xử lý tác vụ nhanh chóng và mượt mà.
RAM 16GB đa nhiệm mượt mà, xử lý nhiều ứng dụng cùng lúc một cách dễ dàng.
Ổ cứng SSD 512GB cho dung lượng lưu trữ rộng rãi, tốc độ truy xuất dữ liệu cực nhanh, giúp tiết kiệm thời gian.","Máy mới 100%, đầy đủ phụ kiện từ nhà sản xuất. Sản phẩm có mã SA/A (được Apple Việt Nam phân phối chính thức).",GPU 10 lõi,"Apple M4 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện
Neural Engine 16 lõi",16GB,512GB,NaN,24 inches,macOS,4480 x 2520 (4.5K),"4x Thunderbolt 4 (lên đến 40Gb/s)
USB 4 (lên đến 40Gb/s)
USB 3.1 Gen 2 (lên đến 10Gb/s)
DisplayPort
Jack cắm tai nghe 3.5 mm có hỗ trợ nâng cao cho tai nghe trở kháng cao
Gigabit Ethernet"
https://cellphones.com.vn/laptop-lenovo-loq-15irx9-83dv00ufvn.html,Laptop Lenovo LOQ 15IRX9 83DV00UFVN,31.490.000đ,Giảm 13%,Lenovo,NaN,NaN,"Trang bị bộ vi xử lý Intel Core i7-13650HX, một con chip mạnh mẽ, mang lại hiệu suất cao cho người dùng.
Máy có 24GB RAM cho phép chạy đa nhiệm mượt mà và đáp ứng tốt các tác vụ đòi hỏi nhiều tài nguyên.
Ổ cứng SSD 512GB PCIe mang lại tốc độ khởi động và truy xuất dữ liệu nhanh chóng.
Card đồ họa rời NVIDIA GeForce RTX 4060 với 8GB cho khả năng xử lý đồ họa và chơi game ấn tượng.
Màn hình 15.6 inch Full HD 144Hz mang lại chất lượng hiển thị sắc nét và trải nghiệm mượt mà khi xem phim, chơi game.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng","NVIDIA GeForce RTX 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 115W, 233 AI TOPS","Intel Core i7-13650HX, 14C (6P + 8E) / 20T, P-core 2.6 / 4.9GHz, E-core 1.9 / 3.6GHz, 24MB",24GB,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x M.2 SSD / Nâng cấp lên đến 1TB)",60Wh,15.6 inches,Windows 11 Home Single Language,1920 x 1080 pixels (FullHD),"3x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1x USB-C (USB 10Gbps / USB 3.2 Gen 2), với Lenovo PD 140W và DisplayPort 1.4
1x HDMI 2.1, up to 8K/60Hz
1x Headphone / microphone combo jack (3.5mm)
1x Ethernet (RJ-45)
1x Đầu nối nguồn"
https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-14iah8-83bf002nvn.html,Laptop Lenovo Ideapad Slim 5 14IAH8 83BF002NVN,15.990.000đ,Giảm 8%,Lenovo,4.6/5,9 đánh giá,"Sở hữu thiết kế tinh tế với lớp vỏ nhôm sáng bóng, sang trọng
Màn hình 14 inch WUXGA cực sắc nét, hỗ trợ làm việc, giải trí dễ dàng
CPU Intel Core i5-12450H mạnh mẽ, giải quyết nhanh mọi tác vụ học tập, văn phòng
RAM 16GB cùng ổ cứng 512GB SSD đa nhiệm, mở máy, mở ứng dụng cực nhanh
Độ sáng lên đến 300nits hỗ trợ làm việc ở nơi có ánh sáng yếu","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",Intel UHD Graphics,"Intel Core i5-12450H (8 lõi: (4P + 4E) / 12 luồng: P-core 2.0 / 4.4GHz, E-core 1.5 / 3.3GHz, 12MB)",16GB,512GB SSD M.2 2242 PCIe 4.0x4 NVMe (nâng cấp tối đa đến 1TB),56.6Wh,14 inches,Windows 11 Home,1920 x 1200 pixels (WUXGA),"1x USB 3.2 Gen 1
1x USB 3.2 Gen 1 (Luôn bật)
2x USB-C 3.2 Gen 1 (Truyền dữ liệu, Power Delivery 3.0, DisplayPort 1.4)
1x HDMI 1.4b
1x Đầu đọc thẻ microSD
1x Headphone / microphone combo jack (3.5mm)"
https://cellphones.com.vn/laptop-lenovo-gaming-legion-pro-5-16irx9-83df0047vn.html,Laptop Lenovo Gaming Legion 5 Pro 16IRX9 83DF0047VN,45.990.000đ,Giảm 8%,Lenovo,NaN,NaN,"Chiếc laptop gaming cân bằng hiệu năng và giá thành.
Sức mạnh từ bộ vi xử lý Intel Core i9-14900HX thế hệ 14, RAM 32GB và ổ cứng SSD 1TB PCIe cho khả năng xử lý mượt mà mọi tựa game.
Card đồ họa NVIDIA GeForce RTX 4060 8GB mang đến trải nghiệm hình ảnh sống động trên màn hình 16 inch WQXGA 240Hz.
Tần số quét cao đảm bảo hình ảnh mượt mà, không giật lag.
Thiết kế đậm chất gaming, hệ thống tản nhiệt hiệu quả.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng","NVIDIA GeForce RTX 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 140W","Intel Core i9-14900HX, 24C (8P + 16E) / 32T, P-core 2.2 / 5.8GHz, E-core 1.6 / 4.1GHz, 36MB",32GB,1TB SSD M.2 2280 PCIe 4.0x4 NVMe,80Wh,16 inches,Windows 11 Home,2560 x 1600 (WQXGA),"1x USB-A luôn bật
3x USB-A
2x USB-C (PD 140W / DisplayPort 1.4) 1x HDMI 2.1, tối đa 8K/60Hz
1x Headphone / microphone combo jack (3.5mm)
1x Ethernet (RJ-45)
1x Đầu nối nguồn"
https://cellphones.com.vn/laptop-asus-vivobook-15-x1504va-nj069w.html,Laptop ASUS VivoBook 15 X1504VA-NJ069W,10.290.000đ,Giảm 19%,ASUS,5.0/5,2 đánh giá,"Màn hình 15.6 inch kết hợp cùng công nghệ chống chói giúp bạn hoạt động nhiều trên máy tính mà không bị chói mắt
CPU i3-1315U giúp bạn xử lý hiệu quả các công việc văn phòng và chỉnh sửa ảnh nhẹ trên PTS
Ổ cứng SSD 512GB giúp bạn có nhiều hơn không gian lưu trữ dữ liệu, tài liệu
Thiết kế laptop có kiểu dáng thanh lịch, sang trọng, phù hợp với nhiều đối tượng
Trang bị khả năng bảo mật vân tay giúp bảo vệ thông tin của bản thân được an toàn hơn","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",Onboard Intel UHD Graphics,"Intel Core i3-1315U 1.2 GHz (10MB Cache, up to 4.5GHz, 6 nhân / 8 luồng)",8GB,"512GB SSD M.2 NVMe
Có thể tháo ra để nâng cấp","42 Wh, 3-cell Li-ion, Pin liền",15.6 inches,Windows 11 Home,1920 x 1080 pixels (FullHD),"1 x M.2 NVMe
1 x HDMI
1 x USB Type C
2 x USB 3.2
1 x USB 2.0"
https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g16-gu603vu-n4019w.html,Laptop ASUS Gaming ROG Zephyrus G16 GU603VU-N4019W,37.990.000đ,Giảm 16%,ASUS,NaN,NaN,"Hiệu năng mạnh mẽ với GPU NVIDIA GeForce RTX 4050 cho khả năng xử lý đa nhiệm mượt mà, chơi game và làm việc đồ họa chuyên nghiệp.
Màn hình QHD 240Hz, độ sáng 500 nits và 100% DCI-P3 cho trải nghiệm hình ảnh sắc nét, mượt mà và sống động.
Bàn phím Chiclet với đèn nền RGB 1 vùng cho khả năng tùy chỉnh màu sắc và hiệu ứng ánh sáng.
Pin dung lượng lớn 90WHrs cho thời gian sử dụng lâu dài và sạc nhanh chóng.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",NVIDIA GeForce RTX 4050 6GB GDDR6,"Intel Core i7-13620H 2.4 GHz (24M Cache, up to 4.9 GHz, 10 lõi: 6 P-cores and 4 E-cores)",16GB,512GB PCIe 4.0 NVMe M.2 SSD (1 thanh M2 trống hỗ trợ nâng cấp lên đến 2TB),"90WHrs, 4S1P, 4-cell Li-ion",16 inches,Windows 11 Home,2560x1600 pixel (QHD+),"1x RJ45 LAN
1x Thunderbolt 4 hỗ trợ DisplayPort/Sạc
1x USB 3.2 Gen 2 Type-C (DisplayPort / Sạc / G-SYNC)
2x USB 3.2 Gen 2 Type-A
1x HDMI 2.1 FRL
1x 3.5mm Combo Audio Jack
1x Đầu đọc thẻ (microSD) (UHS-II)"
https://cellphones.com.vn/laptop-lenovo-thinkpad-e16-gen-1-21jn00gjvn.html,Laptop Lenovo ThinkPad E16 Gen 1 21JN00GJVN,18.990.000đ,Giảm 10%,Lenovo,NaN,NaN,"Trang bị bộ xử lý Intel Core i5-13420H, cho hiệu năng mạnh mẽ trong công việc và giải trí.
Màn hình 16 inch với độ phân giải WUXGA cung cấp không gian làm việc rộng rãi và hình ảnh sắc nét.
Bộ nhớ RAM 16GB và ổ cứng SSD 512GB PCIe đảm bảo khả năng đa nhiệm mượt mà và tốc độ khởi động, truy xuất dữ liệu nhanh chóng.
Thiết kế màu đen đặc trưng của dòng ThinkPad mang đến vẻ ngoài chuyên nghiệp và sang trọng, phù hợp với môi trường công sở.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",Intel UHD Graphics,"Intel Core i5-13420H, 8C (4P + 4E) / 12T, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB",16GB,512GB SSD M.2 2242 PCIe 4.0x4 NVMe Opal 2.0 (Hai khe cắm M.2 nâng cấp tối đa 1TB),47Wh,16 inches,Windows 11 Home Single Language,1920 x 1200 pixels (WUXGA),"1x USB 2.0
1x USB 3.2 (Always On)
1x USB-C 3.2 (Truyền dữ liệu, Sạc, DisplayPort 1.4)
1x Thunderbolt 4 / USB4 (Truyền dữ liệu, Sạc, DisplayPort 1.4)
1x HDMI 2.1, up to 4K/60Hz
1x Headphone / microphone combo jack (3.5mm)
1x RJ-45"
https://cellphones.com.vn/apple-mac-mini-m4-10cpu-10gpu-32gb-512gb-2024.html,Mac mini M4 2024 10CPU 10GPU 32GB 512GB | Chính hãng Apple Việt Nam,29.590.000đ,Giảm 1%,Mac,5.0/5,2 đánh giá,"Hiệu năng đỉnh cao với chip M4 mang lại hiệu năng mạnh mẽ, xử lý mượt mà nhiều ứng dụng chuyên nghiệp cùng lúc.
Đồ họa xuất sắc, tốc độ xử lý vượt trội, cho phép render hình ảnh và video nhanh chóng, chất lượng cao.
RAM 32GB cho phép xử lý mượt mà các tác vụ nặng, giảm thiểu tình trạng giật lag, đáp ứng nhu cầu của người dùng chuyên nghiệp đòi hỏi hiệu năng cao.
Ổ cứng SSD 512GB cung cấp không gian lưu trữ rộng rãi và tốc độ truy xuất dữ liệu cực nhanh, rút ngắn thời gian chờ đợi khi mở ứng dụng và tập tin.","Máy mới 100%, đầy đủ phụ kiện từ nhà sản xuất. Sản phẩm có mã SA/A (được Apple Việt Nam phân phối chính thức).",GPU 10 lõi,"Apple M4 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện
Neural Engine 16 lõi",32GB,512GB,NaN,NaN,macOS,NaN,"Mặt trước:
Hai cổng USB‑C hỗ trợ cho USB 3
Jack cắm tai nghe 3,5 mm
Mặt sau:
Cổng Gigabit Ethernet
Cổng HDMI
Thunderbolt 4
USB 4
DisplayPort"
https://cellphones.com.vn/laptop-acer-gaming-aspire-7-a715-76g-73fm.html,Laptop Acer Gaming Aspire 7 A715-76G-73FM,16.490.000đ,Giảm 31%,Acer,4.7/5,3 đánh giá,"Lựa chọn tuyệt vời cho game thủ với vi xử lý Intel Core i7-12650H mạnh mẽ.
RAM 16GB, đảm bảo hiệu suất đa nhiệm mượt mà ngay cả khi chạy nhiều ứng dụng nặng.
Ổ cứng SSD 512GB PCIe cung cấp không gian lưu trữ nhanh chóng và rộng rãi cho các trò chơi và tài liệu.
Card đồ họa rời NVIDIA RTX 2050 4GB giúp xử lý đồ họa mượt mà, phù hợp cho các tựa game hiện đại.
Màn hình 15.6 inch Full HD với tần số quét 144Hz mang lại trải nghiệm chơi game sống động và mượt mà.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",NVIDIA GeForce RTX 2050 4 GB GDDR6,Intel Core i7-12650H,16GB,"512GB PCIe NVMe SSD (nâng cấp tối đa 1 TB SSD PCIe Gen4, 16 Gb/s, NVMe)",50 Wh 3-cell Li-ion battery,15.6 inches,Windows 11 Home,1920 x 1080 pixels (FullHD),"1x USB Type-C
3x USB 3.2 Gen 1
1x HDMI 2.0 với HDCP
1x DC-in jack for AC adapter
1x Ethernet (RJ-45)
1x Giắc cắm tai nghe/loa 3.5 mm, hỗ trợ tai nghe có micrô tích hợp"
https://cellphones.com.vn/laptop-acer-aspire-3-a315-59-381e.html,Laptop Acer Aspire 3 A315-59-381E,9.490.000đ,Giảm 21%,Acer,5.0/5,2 đánh giá,"CPU Intel Core i3-1215U cùng RAM 8 GB và ổ cứng 512 GB đem lại hiệu suất mạnh mẽ, phù hợp với nhiều nhu cầu từ làm việc, học tập đến giải trí nhẹ nhàng
Sản phẩm có màn hình 15.6 inch Full HD rộng lớn, cho hình ảnh sắc nét và rõ ràng
Với thiết kế gọn nhẹ và tinh tế, dễ dàng để bạn mang theo bên mình mọi lúc mọi nơi
Laptop cũng có thời lượng pin tốt, cho phép bạn làm việc và giải trí mà không cần phải lo lắng hết pin nhanh chóng","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",Intel UHD Graphics,Intel Core i3 - 1215U ( 1.2 GHz - 4.4GHz / 10MB / 6 nhân / 8 luồng ),8GB,"512GB SSD M.2 NVMe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","3 cell 40 Wh , Pin liền",15.6 inches,Windows 11 Home,1920 x 1080 pixels (FullHD),"1 x HDMI
3 x USB 3.2
1 x Audio combo
1 x LAN 1 Gb/s (RJ45)"
https://cellphones.com.vn/laptop-asus-rog-strix-g16-g614jv-n4369w.html,Laptop ASUS ROG Strix G16 G614JV-N4369W,34.990.000đ,Giảm 19%,ASUS,5.0/5,2 đánh giá,"Laptop gaming cao cấp, được trang bị bộ vi xử lý Intel Core i7-13650HX mạnh mẽ.
Với 16GB RAM và ổ cứng 1TB PCIe, máy đảm bảo hiệu suất nhanh chóng cho cả chơi game và công việc đa nhiệm.
Màn hình 16.0 inch WUXGA với tần số quét 240Hz mang đến hình ảnh sắc nét và trải nghiệm chơi game mượt mà.
Card đồ họa NVIDIA RTX 4060 8GB hỗ trợ các công nghệ đồ họa tiên tiến, giúp trò chơi trở nên sống động và chân thực hơn.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng","NVIDIA GeForce RTX 4060 8GB GDDR6 (233 AI TOPs)
Intel UHD Graphics","Intel Core i7-13650HX 2.6 GHz 24M Cache, up to 4.9 GHz, 14 cores: 6 P-cores and 8 E-cores)",16GB,"1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, nâng cấp tối đa 2TB)","90WHrs, 4S1P, 4-cell Li-ion
Sạc lại từ 0-50% trong 30 phút",16 inches,Windows 11 Home,2560 x 1600 (WQXGA),"1x RJ45 LAN
1x Thunderbolt 4 hỗ trợ DisplayPort (40Gbps)
1x USB 3.2 Gen 2 Type-C hỗ trợ DisplayPort / cung cấp điện / G-SYNC (10Gbps)
2x USB 3.2 Gen 2 Type-A (10Gbps)
1x HDMI 2.1 FRL
1x Giắc cắm âm thanh kết hợp 3.5mm"
